Company,Sector,Stage,Amount,Location,About,Funding Year
Bimaplan,Insuretech,Early Stage Funding,2500000.0,Bengaluru,Affordable insurance for the next billion Indians,2021
Bueno Finance,FinTech,Seed and Pre-Seed Funding,3000000.0,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021
CityMall,E-commerce,Later Stage Funding,22000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021
BYJU’S,EdTech,Seed and Pre-Seed Funding,50000000.0,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021
India Quotient,Venture capitalist,Growth Stage Funding,64000000.0,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,2021
The Switch Fix,HealthCare,Seed and Pre-Seed Funding,3500000.0,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,2021
Anvidha Technologies,Tech Startup,Seed and Pre-Seed Funding,1500000.0,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,2021
DigiSparsh,FinTech,Seed and Pre-Seed Funding,3500000.0,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,2021
CoffeeMug.ai,Networking,Seed and Pre-Seed Funding,620000.0,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",2021
Pathfndr.io,SaaS startup,Early Stage Funding,3500000.0,Bengaluru,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,2021
BigLeap,Recruitment,Seed and Pre-Seed Funding,600000.0,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,2021
Kazam,EV startup,Seed and Pre-Seed Funding,900000.0,Bengaluru,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021
MYRE Capital,Commercial Real Estate,Seed and Pre-Seed Funding,6000000.0,Mumbai,Democratising Real Estate Ownership,2021
BimaPe,FinTech,Seed and Pre-Seed Funding,500000.0,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021
MicroDegree,EdTech,Seed and Pre-Seed Funding,3500000.0,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,2021
Saarthi Pedagogy,EdTech,Seed and Pre-Seed Funding,1000000.0,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",2021
Synapsica,HealthCare,Early Stage Funding,4000000.0,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,2021
Kwik Foods,Food & Beverages,Seed and Pre-Seed Funding,3500000.0,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,2021
Plutomen,AR startup,Seed and Pre-Seed Funding,300000.0,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,2021
GoMechanic,Automotive,Growth Stage Funding,42000000.0,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2021
Grinntech,Automotive,Seed and Pre-Seed Funding,2000000.0,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2021
Nobel Hygiene,HealthCare,Growth Stage Funding,60000000.0,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",2021
Green Cure,HealthCare,Early Stage Funding,3500000.0,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,2021
Classplus,EdTech,Growth Stage Funding,65000000.0,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,2021
WINDO,E-commerce,Seed and Pre-Seed Funding,500000.0,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021
ApnaKlub,E-commerce,Early Stage Funding,3500000.0,Bengaluru,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,2021
LegalPay,FinTech,Seed and Pre-Seed Funding,3500000.0,New Delhi,A tech focused B2B litigation finance company in India.,2021
Lavado,Consumer service,Seed and Pre-Seed Funding,3500000.0,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,2021
Navars,EdTech,Seed and Pre-Seed Funding,3500000.0,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",2021
GoBolt,Logistics,Later Stage Funding,20000000.0,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",2021
Loco,Gaming,Seed and Pre-Seed Funding,9000000.0,Bengaluru,Loco is India's leading live game streaming app.,2021
Auric,HealthCare,Early Stage Funding,2000000.0,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2021
Edmingle,EdTech,Seed and Pre-Seed Funding,300000.0,Bengaluru,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2021
Slice,FinTech,Early Stage Funding,20000000.0,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021
Humit,Music,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Humit is a social networking app for music sharing and discovery.,2021
Airblack,IT startup,Early Stage Funding,5200000.0,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,2021
NIRAMAI,HealthCare,Seed and Pre-Seed Funding,3500000.0,Bengaluru,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",2021
Intervue,SaaS startup,Seed and Pre-Seed Funding,3500000.0,New Delhi,World's fastest collaborative environment to take tech interviews.,2021
Nestroots,Fashion,Seed and Pre-Seed Funding,100000.0,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021
Detect Technologies,Automation,Seed and Pre-Seed Funding,12000000.0,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021
CredR,Automotive,Early Stage Funding,6500000.0,Bengaluru,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021
Fourth Partner Energy,Solar,Later Stage Funding,125000000.0,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021
TABLT,HealthCare,Early Stage Funding,3000000.0,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021
Hesa,IT startup,Seed and Pre-Seed Funding,2000000.0,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021
Powerhouse91,Consumer goods,Seed and Pre-Seed Funding,3500000.0,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2021
Nalanda Learning,EdTech,Seed and Pre-Seed Funding,5000000.0,Kolkata,India's 1st Online Preschool with Blended Learning Model,2021
Chargeup,Renewable Energy,Early Stage Funding,3500000.0,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2021
Knackit,IT startup,Seed and Pre-Seed Funding,100000.0,Bengaluru,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021
Treebo Hotels,Hospitality,Growth Stage Funding,16000000.0,Bengaluru,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021
Raptee Energy,Automotive,Seed and Pre-Seed Funding,700000.0,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021
Meddo,HealthCare,Seed and Pre-Seed Funding,6000000.0,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021
Supertails,Pet care,Early Stage Funding,2600000.0,Bengaluru,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021
SkilloVilla,EdTech,Seed and Pre-Seed Funding,300000.0,Bengaluru,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021
Cancer Clinics,HealthCare,Early Stage Funding,1500000.0,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021
Velocity,FinTech,Seed and Pre-Seed Funding,1300000.0,Bengaluru,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021
Happy Jars,Food & Beverages,Seed and Pre-Seed Funding,400000.0,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021
Inshorts,Media,Growth Stage Funding,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021
ExtraaEdge,MarTech,Early Stage Funding,1000000.0,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021
Zotalabs,Tech Startup,Seed and Pre-Seed Funding,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021
Voiro,Advertisement,Early Stage Funding,1800000.0,Bengaluru,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021
Dream Sports,Gaming,Growth Stage Funding,400000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021
Safex Chemicals,AgriTech,Early Stage Funding,50000000.0,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021
Instoried,Content creation,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,2021
Rupifi,FinTech,Early Stage Funding,4100000.0,Bengaluru,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021
Moneyboxx,FinTech,Debt Financing,3000000.0,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021
CityMall,E-commerce,Early Stage Funding,11000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021
Janani,Heathcare,Seed and Pre-Seed Funding,1000000.0,Bengaluru,Janani.ai is a fertility care provider.,2021
ReshaMandi,AgriTech,Seed and Pre-Seed Funding,1700000.0,Bengaluru,India's 1st award winning technology led digital ecosystem for Silk,2021
Bombay Shaving Company,Lifestyle,Seed and Pre-Seed Funding,2000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021
DotPe,FinTech,Early Stage Funding,27000000.0,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021
